jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
169	emt0.7.20.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1463	0	155.90777500000002	0
170	emt0.7.21.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1412	0	156.749308	0
171	emt0.7.1.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1355	0	157.56851	0
172	emt0.7.2.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1349	0	158.37006699999998	0
173	emt0.7.3.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1339	0	159.157503	0
174	emt0.7.4.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	962	0	159.924169	0
175	emt0.7.7.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	902	0	160.79317600000002	0
176	emt0.7.5.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	883	0	161.563804	0
177	emt0.7.6.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	825	0	162.346561	0
178	emt0.7.8.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	812	0	163.136989	0
179	emt0.7.9.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	781	0	163.898142	0
180	emt0.7.12.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	630	0	164.715849	0
181	emt0.7.10.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	591	0	165.45858900000002	0
182	emt0.7.13.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	388	0	166.195258	0
183	emt0.7.14.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	353	0	166.978472	0
184	emt0.7.bundle.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	0	0	167.51762100000002	0
185	emt0.8.0.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	2488	0	168.42738	0
186	emt0.8.11.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	2431	0	169.37445000000002	0
187	emt0.8.15.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1979	0	170.288975	0
188	emt0.8.16.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1911	0	171.224727	0
189	emt0.8.17.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1808	0	172.08957999999998	0
190	emt0.8.18.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1708	0	172.96545799999998	0
191	emt0.8.19.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1592	0	173.81080200000002	0
192	emt0.8.20.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1463	0	174.68341	0
193	emt0.8.21.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1412	0	175.52292200000002	0
194	emt0.8.1.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1355	0	176.33826399999998	0
195	emt0.8.2.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1349	0	177.178716	0
196	emt0.8.3.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1339	0	177.990609	0
197	emt0.8.4.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	962	0	178.77825199999998	0
198	emt0.8.7.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	902	0	179.516923	0
199	emt0.8.5.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	883	0	180.26303900000002	0
200	emt0.8.6.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	825	0	181.011735	0
201	emt0.8.8.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	812	0	181.78661899999997	0
202	emt0.8.9.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	781	0	182.510499	0
203	emt0.8.12.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	630	0	183.21320200000002	0
204	emt0.8.10.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	591	0	183.88148	0
205	emt0.8.13.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	388	0	184.59524599999997	0
206	emt0.8.14.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	353	0	185.38714299999998	0
207	emt0.8.bundle.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	0	0	185.939344	0
208	emt0.9.0.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	2488	0	186.896236	0
209	emt0.9.11.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	2431	0	187.807261	0
210	emt0.9.15.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1979	0	188.725139	0
211	emt0.9.16.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1911	0	189.59279	0
212	emt0.9.17.traindir_res100000_k4.0824969aa35211ec999da4c3f04f704a	gmtkEMtrain	4	1808	0	190.46213699999998	0
